image,question,answer
image2089,Does this image show close-up tumor well shown primary not stated said to be adenocarcinoma?,yes
image2089,What is present?,testicle
image2089,Is testicle present?,yes
image2089,What is present?,metastatic carcinoma
image2089,Is metastatic carcinoma present?,yes
image2089,How is close-up tumor well shown primary not stated said to be  ?,adenocarcinoma
image2089,Is close-up tumor well shown primary not stated said to be adenocarcinoma?,yes
image2090,How does this image show tumor mass?,with a large amount of necrosis 
image2090,What does this image show?,tumor mass with a large amount of necrosis
image2090,Does this image show tumor mass with a large amount of necrosis?,yes
image2090,What is present?,testicle
image2090,Is testicle present?,yes
image2090,What is present?,seminoma
image2090,Is seminoma present?,yes
image2091,What does this image show?,excellent very large gland hypertrophied bladder
image2091,Is large gland hypertrophied bladder?,yes
image2091,What is large gland hypertrophied?,bladder
image2091,What is present?,hyperplasia
image2091,Is hyperplasia present?,yes
image2091,What hypertrophied bladder?,large gland
image2091,Does this image show excellent very large gland hypertrophied bladder?,yes
image2091,Is prostate present?,yes
image2091,What is present?,prostate
image2092,Is heart present?,no
image2092,Is hyperplasia present?,yes
image2092,What is present?,hyperplasia
image2092,Is nodule present?,no
image2092,What does this image show?,good example of nodule protruding into bladder
image2092,What is present?,prostate
image2092,Does cystadenocarcinoma malignancy show good example of nodule protruding into bladder?,no
image2092,Is prostate present?,yes
image2092,Does this image show good example of nodule protruding into bladder?,yes
image2093,What is present?,penis
image2093,Is chancre present?,yes
image2093,What is present?,chancre
image2093,Is peritoneal fluid present?,no
image2093,Is penis present?,yes
image2093,Is gangrene fingers present?,no
image2094,What is present?,prostate
image2094,Does this image show close-up median lobe hyperplasia so-called median bar lesion very good hemorrhagic cystitis?,yes
image2094,What does this image show?,close-up median lobe hyperplasia so-called median bar lesion very good hemorrhagic cystitis
image2094,Is prostate present?,yes
image2095,Is 70yof present?,no
image2095,Is testicle present?,yes
image2095,What is present?,hydrocele
image2095,Is hydrocele present?,yes
image2095,What is present?,testicle
image2095,Is cytomegalovirus present?,no
image2096,What does this image show?,excised penis with nodular masses of tumor
image2096,Does this image show excised penis with nodular masses of tumor?,yes
image2096,What is present?,penis
image2096,Is penis present?,yes
image2096,What is present?,squamous cell carcinoma
image2096,Is squamous cell carcinoma present?,yes
image2097,Is prostate present?,yes
image2097,What is present?,hyperplasia
image2097,Is hyperplasia present?,yes
image2097,Does this image show opened urinary bladder with median lobe protruding into floor of bladder?,yes
image2097,What is present?,prostate
image2098,Does this image show excellent view of cut surface and unopened surface?,yes
image2098,Is Epididymis present?,yes
image2098,What is present?,tuberculosis
image2098,What does this image show?,excellent view of cut surface and unopened surface
image2098,Is tuberculosis present?,yes
image2098,What is present?,Epididymis
image2099,What is present?,hyperplasia
image2099,Is hyperplasia present?,yes
image2099,"Does this image show massively enlarge nodular prostate with median lobe protrusion into floor of bladder, bladder hypertrophy, and normal appearing ureters and kidneys excellent example of bph?",yes
image2099,What does this image show?,massively enlarge nodular prostate with median lobe protrusion into floor of bladder
image2100,Is hyperplasia present?,yes
image2100,What is present?,hyperplasia
image2100,Does this image show close-up view of large median lobe extending into floor of bladder?,yes
image2100,What is present?,prostate
image2100,Is prostate present?,yes
image2100,What does this image show?,close-up view of large median lobe extending into floor of bladder
image2101,Is malignant lymphoma present?,yes
image2101,What is present?,malignant lymphoma
image2101,Is testicle present?,yes
image2101,What is present?,testicle
image2101,Does this image show fixed tissue i think discrete lesion well shown?,yes
image2101,What does this image show?,fixed tissue i think discrete lesion well shown
image2102,What is present?,malignant lymphoma
image2102,What is present?,testicle
image2102,Does this image show fixed tissue contrast of normal cut surface with one having diffuse infiltrate?,yes
image2102,What does this image show?,fixed tissue contrast of normal cut surface with one having diffuse infiltrate
image2102,Is malignant lymphoma present?,yes
image2102,Is testicle present?,yes
image2103,What is present?,hyperplasia
image2103,Does this image show opened bladder with very large prostate gland and high median lobe extending into floor of bladder inflamed bladder mucosa and very hypertrophied bladder?,yes
image2103,What does this image show?,opened bladder with very large prostate gland and high median lobe extending into floor of bladder inflamed bladder mucosa and very hypertrophied bladder
image2103,Is hyperplasia present?,yes
image2104,What is present?,leukemic infiltrate with necrosis
image2104,Is testicle present?,yes
image2104,What is present?,testicle
image2104,Does this image show cut surface with round tumor mass and large area central necrosis chronic granulocytic leukemia?,yes
image2104,What does this image show?,cut surface with round tumor mass and large area central necrosis chronic granulocytic leukemia
image2104,Is leukemic infiltrate with necrosis present?,yes
image2105,How many quite small typical probably due to mumps have no history at this time?,one
image2105,Is fibrosis mumps present?,yes
image2105,What is present?,fibrosis mumps
image2105,Does this image show that cut surface both testicles on normal and one quite small typical probably due to mumps have no history at this time?,yes
image2105,What does this image show?,that cut surface both testicles on normal and one quite small typical probably due to mumps have no history at time
image2105,Why does this image show that cut surface both testicles on normal and one quite small typical probably?,due to mumps have no history at time
image2105,Do cut surface both testicles on normal and one quite small typical probably due to mumps have no history at this time?,yes
image2105,What do cut surface both testicles on normal and one quite small typical probably due to mumps have?,cut
image2105,What have no history at this time?,cut surface both testicles on normal and one quite small typical probably due to mumps
image2106,What does this image show?,close-up view of large median bar type lesion with severe cystitis
image2106,How does this image show close-up view of large median bar type lesion?,with severe cystitis 
image2106,Does this image show close-up view of large median bar type lesion with severe cystitis?,yes
image2106,What is present?,prostate
image2106,Is prostate present?,yes
image2106,What is present?,hyperplasia median bar
image2106,Is hyperplasia median bar present?,yes
image2107,What is slide 6911 and bone metastatsis?,primary
image2107,What is primary 6911 and bone metastatsis?,slide
image2107,Is primary slide 6911 and bone metastatsis?,yes
image2107,What does this image show?,metastatic carcinoma prostate
image2107,"Does this image show metastatic carcinoma prostate, excellent closeup showing bilateral metastatic lesions primary is slide 6911 and bone metastatsis 6912?",yes
image2108,What does this image show?,view of body with small penis and rather flat scrotal sac case of 7yo with craniopharyngioma
image2108,How does this image show view of body?,with small penis and rather flat scrotal sac case 7yo with craniopharyngioma 
image2108,Does this image show view of body with small penis and rather flat scrotal sac case of 7yo with craniopharyngioma?,yes
image2108,What is present?,penis
image2108,"Is penis, testicles present?",yes
image2108,Is underdevelopment present?,yes
image2108,What is present?,underdevelopment
image2109,Does this image show glans ulcers probable herpes?,yes
image2109,Is penis present?,yes
image2109,What is present?,penis
image2109,Does pulmonary osteoarthropathy show glans ulcers probable herpes?,no
image2109,Is nipples present?,no
image2109,What does this image show?,glans ulcers probable herpes
image2110,Is opened bladder with median lobe protruding into trigone area also had increase bladder trabeculations very good slide?,yes
image2110,Is benign hyperplasia present?,yes
image2110,What is present?,benign hyperplasia
image2110,What had increase bladder trabeculations very good slide?,opened with median lobe protruding into trigone area also
image2110,Is prostate present?,yes
image2110,What is present?,prostate
image2110,What is opened bladder with median lobe protruding into trigone area also had?,increase trabeculations very good slide
image2110,Does this image show opened bladder with median lobe protruding into trigone area also had increase bladder trabeculations very good slide?,yes
image2110,What does this image show?,opened bladder with median lobe protruding into trigone area also had increase bladder trabeculations very good slide
image2111,Is lymphangiomatosis generalized present?,no
image2111,What is present ?,liver
image2111,Is hepatobiliary present?,yes
image2111,Is liver present?,yes
image2111,What is present?,liver
image2111,What does this image show?,primary biliary cirrhosis
image2111,Does this image show primary biliary cirrhosis?,yes
image2111,Does blood show primary biliary cirrhosis?,no
image2111,What is present?,hepatobiliary
image2111,Is atrophy present?,no
image2111,What is present ?,hepatobiliary
image2112,Does small intestine show sarcoid?,no
image2112,What is present?,hepatobiliary
image2112,What is present ?,liver
image2112,What is present ?,hepatobiliary
image2112,Is fracture present?,no
image2112,Does this image show sarcoid?,yes
image2112,What is present?,liver
image2112,Is section of spleen through hilum present?,no
image2112,Is hepatobiliary present?,yes
image2112,Is liver present?,yes
image2113,Does this image show ductopenia?,yes
image2113,Is muscle atrophy present?,no
image2113,Is liver present?,yes
image2113,What is present?,liver
image2113,Is gross photo of tumor in this file present?,no
image2113,Is hepatobiliary present?,yes
image2113,What is present?,hepatobiliary
image2113,Does siamese twins show ductopenia?,no
image2113,What does this image show?,ductopenia
image2114,What is present ?,liver
image2114,Is hepatobiliary present?,yes
image2114,What is present?,liver
image2114,Is no tissue recognizable as ovary present?,no
image2114,Does this image show sarcoid?,yes
image2114,Does krukenberg tumor show sarcoid?,no
image2114,Is liver present?,yes
image2114,Is myocardium present?,no
image2114,What is present ?,hepatobiliary
image2114,What is present?,hepatobiliary
image2115,Does this image show moderate acute rejection?,yes
image2115,What does this image show?,moderate acute rejection
image2115,Is hepatobiliary present?,yes
image2115,Is hypertension present?,no
image2115,What is present?,liver
image2115,Is liver present?,yes
image2115,What is present?,hepatobiliary
image2115,Does close-up tumor show moderate acute rejection?,no
image2115,Is ectopic pancreas present?,no
image2116,Is myocardial infarct present?,no
image2116,Is hepatobiliary present?,yes
image2116,What is present?,hepatobiliary
image2116,Does 70yof show sarcoid?,no
image2116,Does this image show sarcoid?,yes
image2116,What is present ?,hepatobiliary
image2116,What is present ?,liver
image2116,What is present?,liver
image2116,Is placenta present?,no
image2116,Is liver present?,yes
image2117,Is liver present?,yes
image2117,What is present ?,hepatobiliary
image2117,What is present ?,liver
image2117,What is present?,liver
image2117,Is normal newborn present?,no
image2117,Is hepatobiliary present?,yes
image2117,What is present?,hepatobiliary
image2117,Does ectopic pancreas show autoimmune hepatitis?,no
image2117,Does this image show autoimmune hepatitis?,yes
image2117,What does this image show?,autoimmune hepatitis
image2117,Is laceration present?,no
image2118,What is present?,liver
image2118,Is liver present?,yes
image2118,Does this image show recovery of ducts?,yes
image2118,What does this image show?,recovery of ducts
image2118,Does hematologic show recovery of ducts?,no
image2118,What is present?,hepatobiliary
image2118,Is hepatobiliary present?,yes
image2118,Is stein leventhal present?,no
image2118,Is esophagus present?,no
image2119,What is present ?,hepatobiliary
image2119,What is present ?,liver
image2119,Is left ventricle hypertrophy present?,no
image2119,What is present?,liver
image2119,What does this image show?,primary sclerosing cholangitis
image2119,Does this image show primary sclerosing cholangitis?,yes
image2119,Does esophagus show primary sclerosing cholangitis?,no
image2119,What is present?,hepatobiliary
image2119,Is hepatobiliary present?,yes
image2119,Is cardiovascular present?,no
image2119,Is liver present?,yes
image2120,What does this image show?,mild acute rejection
image2120,Is pinworm present?,no
image2120,Does this image show mild acute rejection?,yes
image2120,What is present?,liver
image2120,What is present?,hepatobiliary
image2120,Is hepatobiliary present?,yes
image2120,Is fallopian tube present?,no
image2120,Is liver present?,yes
image2120,Does adenocarcinoma show mild acute rejection?,no
image2121,Does this image show mild-to-moderate acute rejection?,yes
image2121,Does foot show mild-to-moderate acute rejection?,no
image2121,What is present?,hepatobiliary
image2121,Is hepatobiliary present?,yes
image2121,Is liver present?,yes
image2121,Is cyst present?,no
image2121,Is granulomata slide present?,no
image2121,What is present?,liver
image2122,What is present ?,liver
image2122,What is present?,hepatobiliary
image2122,Does malignant adenoma show primary biliary cirrhosis?,no
image2122,Does this image show primary biliary cirrhosis?,yes
image2122,What does this image show?,primary biliary cirrhosis
image2122,Is this good yellow color slide present?,no
image2122,What is present?,liver
image2122,Is liver present?,yes
image2122,Is child present?,no
image2122,What is present ?,hepatobiliary
image2122,Is hepatobiliary present?,yes
image2123,What does this image show?,recovery of ducts
image2123,What is present?,liver
image2123,Is hepatobiliary present?,yes
image2123,What is present?,hepatobiliary
image2123,Does aorta show recovery of ducts?,no
image2123,Does this image show recovery of ducts?,yes
image2123,What is present ?,liver
image2123,Is liver present?,yes
image2123,Is lymphoma present?,no
image2123,What is present ?,hepatobiliary
image2123,Is leiomyosarcoma present?,no
image2124,What is present ?,hepatobiliary
image2124,What is present ?,liver
image2124,Does myocardium show primary sclerosing cholangitis?,no
image2124,Does this image show primary sclerosing cholangitis?,yes
image2124,What is present?,hepatobiliary
image2124,Is this close-up of cut surface infiltrates present?,no
image2124,Is liver present?,yes
image2124,What is present?,liver
image2124,Is beckwith-wiedemann syndrome present?,no
image2124,What does this image show?,primary sclerosing cholangitis
image2124,Is hepatobiliary present?,yes
image2125,Is liver present?,yes
image2125,What is present?,liver
image2125,Is cervical leiomyoma present?,no
image2125,What is present ?,hepatobiliary
image2125,What is present ?,liver
image2125,Is hepatobiliary present?,yes
image2125,What is present?,hepatobiliary
image2125,Does abruption show primary biliary cirrhosis?,no
image2125,Does this image show primary biliary cirrhosis?,yes
image2125,Is metastatic carcinoma breast present?,no
image2125,What does this image show?,primary biliary cirrhosis
image2126,Is liver present?,yes
image2126,What is present?,liver
image2126,Is foot present?,no
image2126,Is hepatobiliary present?,yes
image2126,What is present?,hepatobiliary
image2126,Is metastatic colon cancer present?,no
image2126,Does quite good liver show moderate acute rejection?,no
image2126,Does this image show moderate acute rejection?,yes
image2126,What does this image show?,moderate acute rejection
image2127,Does this image show primary sclerosing cholangitis?,yes
image2127,What is present ?,liver
image2127,What is present ?,hepatobiliary
image2127,Is exposure present?,no
image2127,Is liver present?,yes
image2127,What is present?,liver
image2127,Is carcinomatosis present?,no
image2127,Is hepatobiliary present?,yes
image2127,What is present?,hepatobiliary
image2127,Does mucinous cystadenocarcinoma show primary sclerosing cholangitis?,no
image2127,What does this image show?,primary sclerosing cholangitis
image2128,Does this image show primary biliary cirrhosis?,yes
image2128,Is hepatobiliary present?,yes
image2128,What does this image show?,primary biliary cirrhosis
image2128,Does granuloma show primary biliary cirrhosis?,no
image2128,What is present?,hepatobiliary
image2128,Is chronic lymphocytic leukemia present?,no
image2128,What is present?,liver
image2128,Is liver present?,yes
image2128,What is present ?,liver
image2128,What is present ?,hepatobiliary
image2128,Is slide present?,no
image2129,What is present?,liver
image2129,Is liver present?,yes
image2129,Does this image show recovery of ducts?,yes
image2129,What does this image show?,recovery of ducts
image2129,Is adrenal of premature 30 week gestation gram infant lesion present?,no
image2129,Is amputation stump infected present?,no
image2129,What is present ?,hepatobiliary
image2129,What is present?,hepatobiliary
image2129,Does endometritis postpartum show recovery of ducts?,no
image2129,Is hepatobiliary present?,yes
image2130,What is present ?,liver
image2130,What is present ?,hepatobiliary
image2130,Is female reproductive present?,no
image2130,Is liver present?,yes
image2130,What is present?,liver
image2130,Is ectopic pancreas present?,no
image2130,Is hepatobiliary present?,yes
image2130,What is present?,hepatobiliary
image2130,Does this image show recovery of ducts?,yes
image2130,Does metastatic pancreas carcinoma show recovery of ducts?,no
image2130,What does this image show?,recovery of ducts
image2131,What is present ?,liver
image2131,What does this image show?,primary sclerosing cholangitis
image2131,Does case of peritonitis slide show primary sclerosing cholangitis?,no
image2131,What is present?,hepatobiliary
image2131,Is hepatobiliary present?,yes
image2131,Does this image show primary sclerosing cholangitis?,yes
image2131,What is present?,liver
image2131,Is liver present?,yes
image2131,Is fallopian tube present?,no
image2131,What is present ?,hepatobiliary
image2131,Is metastatic carcinoma lung present?,no
image2132,What is present?,hepatobiliary
image2132,Is hepatobiliary present?,yes
image2132,Is peritoneal fluid present?,no
image2132,What is present?,liver
image2132,Is liver present?,yes
image2132,Is siamese twins present?,no
image2132,What is present ?,hepatobiliary
image2132,What is present ?,liver
image2132,What does this image show?,primary sclerosing cholangitis
image2132,Does this image show primary sclerosing cholangitis?,yes
image2132,Does purulent sinusitis show primary sclerosing cholangitis?,no
image2133,Does this image show sarcoid?,yes
image2133,Does postpartum show sarcoid?,no
image2133,What is present?,hepatobiliary
image2133,Is hepatobiliary present?,yes
image2133,Is autopsy present?,no
image2133,What is present?,liver
image2133,Is liver present?,yes
image2133,Is subcapsular hematoma present?,no
image2133,What is present ?,liver
image2133,What is present ?,hepatobiliary
image2134,What does this image show?,hepatitis c virus
image2134,Does good example of muscle atrophy show hepatitis c virus?,no
image2134,What is present?,hepatobiliary
image2134,Is hepatobiliary present?,yes
image2134,Is intrauterine contraceptive device present?,no
image2134,What is present?,liver
image2134,Is liver present?,yes
image2134,Is gangrene toe in infant present?,no
image2134,What is present ?,hepatobiliary
image2134,What is present ?,liver
image2134,Does this image show hepatitis c virus?,yes
image2135,Is hepatobiliary present?,yes
image2135,What does this image show?,hepatitis c virus
image2135,Does this image show hepatitis c virus?,yes
image2135,Does metastatic carcinoma prostate show hepatitis c virus?,no
image2135,Is feet present?,no
image2135,What is present?,hepatobiliary
image2135,Is liver present?,yes
image2135,Is cardiovascular present?,no
image2135,What is present ?,hepatobiliary
image2135,What is present ?,liver
image2135,What is present?,liver
image2136,What is present ?,liver
image2136,What is present ?,hepatobiliary
image2136,Is endometritis present?,no
image2136,Does this image show hepatitis c virus?,yes
image2136,What is present?,liver
image2136,Is left ventricle hypertrophy present?,no
image2136,Is hepatobiliary present?,yes
image2136,What is present?,hepatobiliary
image2136,Does myocardium show hepatitis c virus?,no
image2136,What does this image show?,hepatitis c virus
image2136,Is liver present?,yes
image2137,Is hepatobiliary present?,yes
image2137,What does this image show?,recurrent hepatitis c virus
image2137,Does this image show recurrent hepatitis c virus?,yes
image2137,Does macerated stillborn show recurrent hepatitis c virus?,no
image2137,What is present?,hepatobiliary
image2137,Is fat necrosis present?,no
image2137,What is present?,liver
image2137,Is liver present?,yes
image2137,Is monoclonal gammopathy present?,no
image2137,What is present ?,hepatobiliary
image2137,What is present ?,liver
image2138,What is present ?,liver
image2138,What is present ?,hepatobiliary
image2138,What does this image show?,hepatitis c virus
image2138,What is present?,hepatobiliary
image2138,Does villous adenoma show hepatitis c virus?,no
image2138,Does this image show hepatitis c virus?,yes
image2138,What is present?,liver
image2138,Is liver present?,yes
image2138,Is interesting case present?,no
image2138,Is hepatobiliary present?,yes
image2138,Is nuclear change present?,no
image2139,What is present ?,hepatobiliary
image2139,What is present ?,liver
image2139,Is liver present?,yes
image2139,What is present?,liver
image2139,What does this image show?,recurrent hepatitis c virus
image2139,Is natural color present?,no
image2139,Is hepatobiliary present?,yes
image2139,What is present?,hepatobiliary
image2139,Does malformed base show recurrent hepatitis c virus?,no
image2139,Does this image show recurrent hepatitis c virus?,yes
image2139,Is this image shows of smooth muscle cell with lipid in sarcoplasm and lipid present?,no
image2140,What is present ?,hepatobiliary
image2140,What is present ?,liver
image2140,Is liver present?,yes
image2140,Is monoclonal gammopathy present?,no
image2140,Is a bulge present?,no
image2140,Is hepatobiliary present?,yes
image2140,What is present?,hepatobiliary
image2140,Does close-up tumor show recurrent hepatitis c virus?,no
image2140,Does this image show recurrent hepatitis c virus?,yes
image2140,What does this image show?,recurrent hepatitis c virus
image2140,What is present?,liver
image2141,What is present ?,liver
image2141,What is present ?,hepatobiliary
image2141,Is granulosa cell tumor present?,no
image2141,Is liver present?,yes
image2141,Does this image show sarcoid?,yes
image2141,Is intraductal papillomatosis with apocrine metaplasia present?,no
image2141,Is hepatobiliary present?,yes
image2141,What is present?,hepatobiliary
image2141,Does surface show sarcoid?,no
image2141,What is present?,liver
image2142,What does this image show?,moderate acute rejection
image2142,Does this image show moderate acute rejection?,yes
image2142,Does malignant thymoma show moderate acute rejection?,no
image2142,What is present?,hepatobiliary
image2142,Is hepatobiliary present?,yes
image2142,Is hand present?,no
image2142,What is present?,liver
image2142,Is lesion of myocytolysis present?,no
image2142,Is liver present?,yes
image2143,What does this image show?,resolving acute rejection
image2143,Does alpha smooth muscle actin immunohistochemical show resolving acute rejection?,no
image2143,What is present?,hepatobiliary
image2143,Is hepatobiliary present?,yes
image2143,Is malignant thymoma present?,no
image2143,Is liver present?,yes
image2143,Is antitrypsin present?,no
image2143,Does this image show resolving acute rejection?,yes
image2143,What is present?,liver
image2144,What is present ?,hepatobiliary
image2144,What does this image show?,ductopenia
image2144,What is present ?,liver
image2144,Is intrauterine contraceptive device present?,no
image2144,Is liver present?,yes
image2144,What is present?,liver
image2144,Is normal ovary present?,no
image2144,Is hepatobiliary present?,yes
image2144,What is present?,hepatobiliary
image2144,Does mucoepidermoid carcinoma show ductopenia?,no
image2144,Does this image show ductopenia?,yes
image2145,Does this image show ductopenia?,yes
image2145,Is hepatobiliary present?,yes
image2145,Is edema present?,no
image2145,What is present?,liver
image2145,Is liver present?,yes
image2145,Is the tumor present?,no
image2145,What is present ?,hepatobiliary
image2145,What is present ?,liver
image2145,What does this image show?,ductopenia
image2145,What is present?,hepatobiliary
image2145,Does normal show ductopenia?,no
image2146,What does this image show?,primary biliary cirrhosis
image2146,Does this image show primary biliary cirrhosis?,yes
image2146,What is present ?,hepatobiliary
image2146,What is present ?,liver
image2146,What is present?,hepatobiliary
image2146,Is hepatobiliary present?,yes
image2146,Does malignant histiocytosis show primary biliary cirrhosis?,no
image2146,What is present?,liver
image2146,Is liver present?,yes
image2146,Is metastatic pancreas carcinoma present?,no
image2146,Is immunostain for growth hormone present?,no
image2147,What does this image show?,severe acute rejection
image2147,Is purulent sinusitis present?,no
image2147,Does granulosa cell tumor show severe acute rejection?,no
image2147,What is present?,hepatobiliary
image2147,Is hepatobiliary present?,yes
image2147,Is cat present?,no
image2147,What is present?,liver
image2147,Does this image show severe acute rejection?,yes
image2147,Is liver present?,yes
image2148,What does this image show?,severe acute rejection
image2148,Does this image show severe acute rejection?,yes
image2148,Does carcinoma show severe acute rejection?,no
image2148,What is present?,hepatobiliary
image2148,Is hepatobiliary present?,yes
image2148,Is thecoma present?,no
image2148,What is present?,liver
image2148,Is liver present?,yes
image2148,Is endometritis present?,no
image2149,Is pinworm present?,no
image2149,What is present ?,hepatobiliary
image2149,What does this image show?,autoimmune hepatitis
image2149,Does this image show autoimmune hepatitis?,yes
image2149,Does vasculature show autoimmune hepatitis?,no
image2149,What is present?,hepatobiliary
image2149,What is present ?,liver
image2149,Is metastatic carcinoma prostate present?,no
image2149,What is present?,liver
image2149,Is liver present?,yes
image2149,Is hepatobiliary present?,yes
image2150,What does this image show?,granulomas
image2150,Does this image show granulomas?,yes
image2150,Does hypertrophic gastritis show granulomas?,no
image2150,What is present?,hepatobiliary
image2150,Is hepatobiliary present?,yes
image2150,Is granulomata slide present?,no
image2150,What is present?,liver
image2150,Is liver present?,yes
image2150,Is splenomegaly with cirrhosis present?,no
image2150,What is present ?,hepatobiliary
image2150,What is present ?,liver
image2151,What is present?,liver
image2151,Is yellow color present?,no
image2151,Is hepatobiliary present?,yes
image2151,What is present?,hepatobiliary
image2151,Does polysplenia show granulomas?,no
image2151,Does this image show granulomas?,yes
image2151,Is lesion in dome of uterus present?,no
image2151,What is present ?,hepatobiliary
image2151,What is present ?,liver
image2151,Is liver present?,yes
image2151,What does this image show?,granulomas
image2152,Is hepatobiliary present?,yes
image2152,Is hypersegmented neutrophil present?,no
image2152,Does this image show severe acute rejection?,yes
image2152,What is present?,liver
image2152,Is liver present?,yes
image2152,Is that present?,no
image2152,What is present?,hepatobiliary
image2152,Does stillborn cord around neck show severe acute rejection?,no
image2152,What does this image show?,severe acute rejection
image2153,What does this image show?,ductopenia
image2153,Does this image show ductopenia?,yes
image2153,Does previous slide from this case show ductopenia?,no
image2153,What is present?,hepatobiliary
image2153,Is liver present?,yes
image2153,Is this frontal section micronodular photo present?,no
image2153,Is small intestine present?,no
image2153,What is present?,liver
image2153,Is hepatobiliary present?,yes
image2154,What is present ?,liver
image2154,What is present?,hepatobiliary
image2154,Is jejunum present?,no
image2154,Is liver present?,yes
image2154,What is present?,liver
image2154,Is metastatic colon carcinoma present?,no
image2154,What is present ?,hepatobiliary
image2154,Does thymus show primary biliary cirrhosis?,no
image2154,Does this image show primary biliary cirrhosis?,yes
image2154,What does this image show?,primary biliary cirrhosis
image2154,Is hepatobiliary present?,yes
image2155,Is anencephaly and bilateral cleft palate present?,no
image2155,What does this image show?,ductopenia
image2155,Is liver present?,yes
image2155,What is present?,liver
image2155,Is hemorrhagic corpus luteum present?,no
image2155,Is hepatobiliary present?,yes
image2155,What is present?,hepatobiliary
image2155,Does fracture show ductopenia?,no
image2155,Does this image show ductopenia?,yes
image2156,What does this image show?,primary biliary cirrhosis
image2156,What is present ?,liver
image2156,Is metastatic malignant melanoma present?,no
image2156,What is present ?,hepatobiliary
image2156,Does papillary intraductal adenocarcinoma show primary biliary cirrhosis?,no
image2156,What is present?,hepatobiliary
image2156,Does this image show primary biliary cirrhosis?,yes
image2156,Is atrophy secondary to pituitectomy present?,no
image2156,What is present?,liver
image2156,Is liver present?,yes
image2156,Is hepatobiliary present?,yes
image2157,Does this image show mild-to-moderate acute rejection?,yes
image2157,What is present?,hepatobiliary
image2157,Is hepatobiliary present?,yes
image2157,Is exostosis present?,no
image2157,What is present?,liver
image2157,Is liver present?,yes
image2157,Is supernumerary digits present?,no
image2157,Does metastatic malignant melanoma show mild-to-moderate acute rejection?,no
image2158,Does yo show resolving acute rejection?,no
image2158,Does this image show resolving acute rejection?,yes
image2158,What is present?,hepatobiliary
image2158,Is hepatobiliary present?,yes
image2158,Is stress present?,no
image2158,What is present?,liver
image2158,Is liver present?,yes
image2158,Is adenoma present?,no
image2158,What does this image show?,resolving acute rejection
image2159,What does this image show?,severe acute rejection
image2159,Does this image show severe acute rejection?,yes
image2159,Does arcus senilis show severe acute rejection?,no
image2159,What is present?,hepatobiliary
image2159,What is present?,liver
image2159,Is hypertrophic gastritis present?,no
image2159,Is liver present?,yes
image2159,Is atrophy secondary to pituitectomy present?,no
image2159,Is hepatobiliary present?,yes
image2160,Is exposure present?,no
image2160,Is liver present?,yes
image2160,Is malignant histiocytosis present?,no
image2160,What is present?,liver
image2160,What is present?,hepatobiliary
image2160,Does that show mild-to-moderate acute rejection?,no
image2160,Does this image show mild-to-moderate acute rejection?,yes
image2160,Is hepatobiliary present?,yes
image2161,Is hepatobiliary present?,yes
image2161,Is peritoneum present?,no
image2161,What is present?,liver
image2161,Is liver present?,yes
image2161,Is aldehyde fuscin present?,no
image2161,What is present ?,hepatobiliary
image2161,What is present ?,liver
image2161,What does this image show?,primary biliary cirrhosis
image2161,What is present?,hepatobiliary
image2161,Does this image show primary biliary cirrhosis?,yes
image2161,Does krukenberg tumor show primary biliary cirrhosis?,no
image2162,Does this image show resolving acute rejection?,yes
image2162,Does acute lymphocytic leukemia show resolving acute rejection?,no
image2162,What is present?,hepatobiliary
image2162,Is hepatobiliary present?,yes
image2162,Is heel ulcer present?,no
image2162,What is present?,liver
image2162,Is liver present?,yes
image2162,Is traumatic rupture present?,no
image2162,What does this image show?,resolving acute rejection
image2163,"Does cytomegaly show polyarteritis nodosa, kidney arteriogram?",no
image2163,Where is this?,urinary
image2163,What does this image show?,polyarteritis nodosa
image2163,"Does this image show polyarteritis nodosa, kidney arteriogram?",yes
image2164,What does this image show?,multiple ulcerative lesions rectum primary excellent
image2164,Does this image show multiple ulcerative lesions rectum primary excellent?,yes
image2164,Does cachexia show multiple ulcerative lesions rectum primary excellent?,no
image2164,Is inguinal area present?,yes
image2164,What is present?,inguinal area
image2164,Where is this?,skin
image2164,Is opened larynx present?,no
image2165,What is present?,seborrheic keratosis
image2165,Is seborrheic keratosis present?,yes
image2165,Is hypopharyngeal edema present?,no
image2165,Where is this?,skin
image2166,Was carcinoma metastatic lung from the scrotal skin?,no
image2166,What was from the scrotal skin?,typical cheese like yellow content and thin fibrous capsule this lesion
image2166,What was typical cheese like yellow content and thin fibrous capsule this lesion from?,from the scrotal skin
image2166,Was typical cheese like yellow content and thin fibrous capsule this lesion from the scrotal skin?,yes
image2166,What does this image show?,cut surface typical cheese like yellow content and thin fibrous capsule lesion was from the scrotal skin
image2166,Does % show cut surface typical cheese like yellow content and thin fibrous capsule this lesion was from the scrotal skin?,no
image2166,What is present?,sebaceous cyst
image2166,Is sebaceous cyst present?,yes
image2166,Is hilar cell tumor present?,no
image2166,Where is this?,skin
image2166,How was cut surface typical cheese like yellow content and thin fibrous capsule this lesion from the  skin?,scrotal
image2166,Does this image show cut surface typical cheese like yellow content and thin fibrous capsule this lesion was from the scrotal skin?,yes
image2167,What does this image show?,close-up view of nodular skin lesions infiltrating plasma cells
image2167,Where is this?,skin
image2167,What is present?,multiple myeloma
image2168,What does this image show?,squamous cell carcinoma
image2168,"Does this image show squamous cell carcinoma, lip?",yes
