image,question,answer
image3628,What is present ?,gastrointestinal
image3629,Is colon present?,yes
image3629,What is present ?,gastrointestinal
image3629,What does this image show?,typical infiltrating adenocarcinoma extending to serosal fat
image3629,Does this image show typical infiltrating adenocarcinoma extending to serosal fat?,yes
image3629,Does thyroid show typical infiltrating adenocarcinoma extending to serosal fat?,no
image3629,What is present ?,colon
image3629,Is gastrointestinal present?,yes
image3629,Is previous slide from this case present?,no
image3629,What is present?,gastrointestinal
image3629,Is polycystic disease present?,no
image3629,Where is this from?,gastrointestinal system
image3629,Is gastrointestinal present?,yes
image3629,Is colon present?,yes
image3629,What is present?,colon
image3630,Where is this from?,gastrointestinal system
image3630,What is present ?,whipples disease
image3630,What is present ?,intestine
image3630,What is present ?,gastrointestinal
image3630,Is whipples disease present?,yes
image3630,Is gastrointestinal present?,yes
image3630,Is fat necrosis present?,no
image3630,Is intestine present?,yes
image3630,What is present?,whipples disease
image3630,What does this image show?,pas hematoxylin
image3630,Does normal newborn show pas hematoxylin?,no
image3630,What is present?,gastrointestinal
image3630,Is gastrointestinal present?,yes
image3630,Does this image show pas hematoxylin?,yes
image3630,What is present?,intestine
image3630,Is intestine present?,yes
image3630,Is pus in test tube present?,no
image3630,Is whipples disease present?,yes
image3631,What is present ?,gastrointestinal
image3631,"Does this image show colon, ulcerative colitis?",yes
image3631,Where is this from?,gastrointestinal system
image3631,Is normal newborn present?,no
image3631,Is gastrointestinal present?,yes
image3631,What is present?,gastrointestinal
image3631,"Does inflamed exocervix show colon, ulcerative colitis?",no
image3631,What does this image show?,colon
image3632,Is amebiasis present?,yes
image3632,Where is this from?,gastrointestinal system
image3632,Is gastrointestinal present?,yes
image3632,Is colon present?,yes
image3632,Is amebiasis present?,yes
image3632,What is present ?,gastrointestinal
image3632,What is present ?,colon
image3632,What is present ?,amebiasis
image3632,Does this image show trophozoites in tissue?,yes
image3632,What does this image show?,trophozoites in tissue
image3632,What is present?,gastrointestinal
image3632,Is gastrointestinal present?,yes
image3632,Is cervix duplication present?,no
image3632,What is present?,colon
image3632,Is colon present?,yes
image3632,Is intrauterine contraceptive device present?,no
image3632,What is present?,amebiasis
image3632,Does intrauterine contraceptive device show trophozoites in tissue?,no
image3632,Is angiogram saphenous vein bypass graft present?,no
image3633,Does this image show typical infiltrating adenocarcinoma and normal mucosa?,yes
image3633,What does this image show?,typical infiltrating adenocarcinoma and normal mucosa
image3633,Does case of peritonitis slide show typical infiltrating adenocarcinoma and normal mucosa?,no
image3633,Is gastrointestinal present?,yes
image3633,Is omentum present?,no
image3633,What is present?,colon
image3633,What is present ?,colon
image3633,What is present ?,gastrointestinal
image3633,Is colon present?,yes
image3633,Is gastrointestinal present?,yes
image3633,Where is this from?,gastrointestinal system
image3633,Is gastrointestinal present?,no
image3633,What is present?,gastrointestinal
image3633,Is colon present?,yes
image3634,Where is this from?,gastrointestinal system
image3634,Is intraductal papillomatosis present?,no
image3634,Is whipples disease present?,yes
image3634,Is adenocarcinoma present?,no
image3634,Is intestine present?,yes
image3634,What is present?,intestine
image3634,Is myoma lesion present?,no
image3634,Is gastrointestinal present?,yes
image3634,What is present?,gastrointestinal
image3634,Does cytomegaly show med pas hematoxylin excellent demonstration source?,no
image3634,What is present?,whipples disease
image3634,Is gastrointestinal present?,yes
image3634,What does this image show?,med pas hematoxylin excellent demonstration source
image3634,Is whipples disease present?,yes
image3634,What is present ?,gastrointestinal
image3634,What is present ?,intestine
image3634,What is present ?,whipples disease
image3634,Does this image show med pas hematoxylin excellent demonstration source?,yes
image3634,Is intestine present?,yes
image3635,What is present ?,gastrointestinal
image3635,Where is this from?,gastrointestinal system
image3635,Is granulomata slide present?,no
image3635,What is present?,gastrointestinal
image3635,"Does notochord show colon, adenomatous polyp?",no
image3635,"Does this image show colon, adenomatous polyp?",yes
image3635,What does this image show?,colon
image3635,Is gastrointestinal present?,yes
image3636,"Does this image show stomach, giant rugose hyperplasia?",yes
image3636,Where is this from?,gastrointestinal system
image3636,What is present ?,gastrointestinal
image3636,What does this image show?,stomach
image3636,"Does iron show stomach, giant rugose hyperplasia?",no
image3636,What is present?,gastrointestinal
image3636,Is gastrointestinal present?,yes
image3636,Is mixed mesodermal tumor present?,no
image3637,What does this image show?,med alcian blue with apparently eosin counterstain enlarged villus with many macrophages source
image3637,How does this image show med alcian blue with apparently eosin counterstain enlarged villus?,many macrophages source 
image3637,Does this image show med alcian blue with apparently eosin counterstain enlarged villus with many macrophages source?,yes
image3637,Does normal ovary show med alcian blue with apparently eosin counterstain enlarged villus with many macrophages source?,no
image3637,What is present?,gastrointestinal
image3637,Is this good yellow color slide present?,no
image3637,Where is this from?,gastrointestinal system
image3637,What is present?,intestine
image3637,Is intestine present?,yes
image3637,Is hypertrophic gastritis present?,no
image3637,What is present?,whipples disease
image3637,Is whipples disease present?,yes
image3637,What is present ?,whipples disease
image3637,What is present ?,intestine
image3637,What is present ?,gastrointestinal
image3637,Is whipples disease present?,yes
image3637,Is intestine present?,yes
image3637,Is gastrointestinal present?,yes
image3637,Is autopsy present?,no
image3637,Is gastrointestinal present?,yes
image3638,Is small intestine present?,yes
image3638,What is present?,metastatic malignant melanoma
image3638,Is the tumor?,yes
image3638,Is esophagus?,no
image3638,What does this image show?,good example can tell even at what the tumor is
image3638,Does this image show good example can tell even at this what the tumor is?,yes
image3638,Does atrophy secondary to pituitectomy show good example can tell even at this what the tumor is?,no
image3638,What is present ?,small intestine
image3638,What is?,the tumor
image3638,What is present ?,gastrointestinal
image3638,Where is this from?,gastrointestinal system
image3638,Is atrophy present?,no
image3638,Is metastatic malignant melanoma present?,yes
image3638,What is present?,gastrointestinal
image3638,Is gastrointestinal present?,yes
image3638,Is the excellent uterus present?,no
image3638,What is ?,the tumor
image3638,What is present?,small intestine
image3638,Is lesion in dome of uterus present?,no
image3638,What is present ?,metastatic malignant melanoma
image3639,Is gastrointestinal present?,yes
image3639,What is present ?,gastrointestinal
image3639,Where is this from?,gastrointestinal system
image3639,"Does this image show colon, regional enteritis?",yes
image3639,What does this image show?,colon
image3639,What is present?,gastrointestinal
image3639,Is this image shows of smooth muscle cell with lipid in sarcoplasm and lipid present?,no
image3639,"Does sickle cell disease show colon, regional enteritis?",no
image3640,"Does atrophy secondary to pituitectomy show esophagus, herpes, ulcers?",no
image3640,Is cranial artery present?,no
image3640,Where is this from?,gastrointestinal system
image3640,What is present ?,gastrointestinal
image3640,"Does this image show esophagus, herpes, ulcers?",yes
image3640,What does this image show?,esophagus
image3640,What is present?,gastrointestinal
image3640,Is gastrointestinal present?,yes
image3641,Are organisms easily evident?,yes
image3641,Does this image show organisms are easily evident?,yes
image3641,Are hyalin mass in pituitary which is amyloid there are several slides from this case in this file 23 yowf amyloid limited to brain easily evident?,no
image3641,Does hilar cell tumor show organisms are easily evident?,no
image3641,What is present ?,Histoplasmosis
image3641,What is present ?,bone marrow
image3641,What is present ?,hematologic
image3641,What are easily evident ?,organisms
image3641,Is situs inversus present?,no
image3641,What is present?,Histoplasmosis
image3641,Is lymphangiomatosis generalized present?,no
image3641,Is bone marrow present?,yes
image3641,What is present?,bone marrow
image3641,Is postpartum present?,no
image3641,Is hematologic present?,yes
image3641,What is present?,hematologic
image3641,How are organisms easily ?,evident
image3641,Is Histoplasmosis present?,yes
image3641,What does this image show?,organisms are easily evident
image3641,What are easily evident?,organisms
image3642,What is present ?,acute myelogenous leukemia
image3642,What stain many pleomorphic blast cells readily seen?,med wrights
image3642,What do med wrights stain?,many pleomorphic blast cells readily seen
image3642,Do med wrights stain many pleomorphic blast cells readily seen?,yes
image3642,Do infarcts stain many pleomorphic blast cells readily seen?,no
image3642,What does this image show?,med wrights stain many pleomorphic blast cells readily seen
image3642,Does this image show med wrights stain many pleomorphic blast cells readily seen?,yes
image3642,Does serous cyst show med wrights stain many pleomorphic blast cells readily seen?,no
image3642,What is present?,acute myelogenous leukemia
image3642,Is hematologic present?,yes
image3642,Is angiogram present?,no
image3642,What is present?,bone marrow
image3642,Is bone marrow present?,yes
image3642,Is hemorrhage newborn present?,no
image3642,Is acute myelogenous leukemia present?,yes
image3642,Is endocervical polyp present?,no
image3642,What stain many pleomorphic blast cells readily seen ?,wrights
image3642,What do wrights stain?,many pleomorphic blast cells readily seen
image3642,What is present ?,hematologic
image3642,What is present ?,bone marrow
image3642,What is present?,hematologic
image3643,Is blood present?,yes
image3643,What is present?,blood
image3643,Is polysplenia present?,no
image3643,What is present?,hematologic
image3643,Does meningioma show ring form?,no
image3643,Does this image show ring form?,yes
image3643,What does this image show?,ring form
image3643,Is hematologic present?,yes
image3643,What is present ?,blood
image3643,What is present ?,hematologic
image3643,Is typical tuberculous exudate present?,no
image3643,Is malaria plasmodium vivax present?,yes
image3643,What is present?,malaria plasmodium vivax
image3643,Is wonder present?,no
image3643,What is present ?,malaria plasmodium vivax
image3644,What is present ?,lymphoid atrophy in newborn
image3644,What is present ?,thymus
image3644,How is typical atrophy associated with infection in  ?,newborn
image3644,What is typical atrophy associated?,with infection in newborn
image3644,What associated with infection in newborn ?,typical atrophy
image3644,Is subdiaphragmatic abscess present?,no
image3644,Is lymphoid atrophy in newborn present?,yes
image3644,What is present?,thymus
image3644,Is opened muscle present?,no
image3644,Is thymus present?,yes
image3644,Is opened uterus and cervix with large cervical myoma protruding into vagina slide present?,no
image3644,Is hematologic present?,yes
image3644,What is present?,hematologic
image3644,Does this image show typical atrophy associated with infection in newborn?,yes
image3644,What does this image show?,typical atrophy associated with infection in newborn
image3644,What is present?,lymphoid atrophy in newborn
image3644,Does face show typical atrophy associated with infection in newborn?,no
image3644,What is present ?,hematologic
image3645,What is present?,Amyloidosis
image3645,Is Amyloidosis present?,yes
image3645,Is hemorrhage in newborn present?,no
image3645,What is present ?,hematologic
image3645,What is present ?,spleen
image3645,What is present ?,Amyloidosis
image3645,What is present?,hematologic
image3645,Is metastatic carcinoma oat cell present?,no
image3645,Is hematologic present?,yes
image3645,Is silver present?,no
image3645,What is present?,spleen
image3645,Is spleen present?,yes
image3646,What is present ?,multiple myeloma
image3646,What is present ?,bone marrow
image3646,What is present ?,hematologic
image3646,Is multiple myeloma present?,yes
image3646,What is present?,multiple myeloma
image3646,What is present?,hematologic
image3646,Is hematologic present?,yes
image3646,"Is bone, mandible present?",no
image3646,Is retroperitoneal leiomyosarcoma present?,no
image3646,Is cephalohematoma present?,no
image3646,Is bone marrow present?,yes
image3646,What is present?,bone marrow
image3647,What does this image show?,spleen
image3647,"Why does this image show spleen, chronic congestion?",due to portal hypertension from cirrhosis hcv
image3647,What is present ?,hematologic
image3647,Is hematologic present?,yes
image3647,What is present?,hematologic
image3647,"Does this photo show spleen, chronic congestion due to portal hypertension from cirrhosis, hcv?",no
image3647,Is infant body present?,no
image3647,"Does this image show spleen, chronic congestion due to portal hypertension from cirrhosis, hcv?",yes
image3648,What is present?,thymoma
image3648,What is present ?,thymus
image3648,What does this image show?,epithelial lesion surgical path
image3648,Does this image show epithelial lesion surgical path?,yes
image3648,Does anomalous origin show epithelial lesion surgical path?,no
image3648,What is present ?,thymoma
image3648,Is hematologic present?,yes
image3648,Is dysplastic present?,no
image3648,What is present?,thymus
image3648,What is present?,hematologic
image3648,Is lateral view present?,no
image3648,Is thymoma present?,yes
image3648,Is leiomyomas present?,no
image3648,What is present ?,hematologic
image3648,Is thymus present?,yes
image3649,Does this image show thymus?,yes
image3649,What does this image show?,thymus
image3649,Does pituitary show thymus?,no
image3649,What induce involution in baby with hyaline membrane disease?,stress
image3649,What do stress induce?,involution in baby with hyaline membrane disease
image3649,How do stress induce involution in baby?,hyaline membrane disease 
image3649,Do stress induce involution in baby with hyaline membrane disease?,yes
image3649,Do retroperitoneum induce involution in baby with hyaline membrane disease?,no
image3649,Is hematologic present?,yes
image3649,What is present?,hematologic
image3649,What is present ?,hematologic
image3649,"What do thymus , stress induce?",involution in baby with hyaline membrane disease
image3649,What induce involution in baby with hyaline membrane disease ?,"thymus, stress"
image3649,Is cardiovascular present?,no
image3650,Is this photo present?,no
image3650,What is present?,hematologic
image3650,Is hematologic present?,yes
image3650,Is dysplastic present?,no
image3650,What is present?,spleen
image3650,What is present?,Erythrophagocytosis new born
image3650,Is spleen present?,yes
image3650,What is present ?,spleen
image3650,What is present ?,hematologic
image3650,Is chromophobe adenoma present?,no
image3650,Is Erythrophagocytosis new born present?,yes
image3650,What is present ?,Erythrophagocytosis new born
image3651,Is this photo present?,no
image3651,What is present ?,hematologic
image3651,Is multiple myeloma present?,yes
image3651,What is present ?,multiple myeloma
image3651,What is present?,multiple myeloma
image3651,Is lymphangiomatosis present?,no
image3651,What is present ?,bone marrow
image3651,Is glomerulosa present?,no
image3651,What does this image show?,wrights typical plasma cells
image3651,Does this image show wrights typical plasma cells?,yes
image3651,Does abdomen show wrights typical plasma cells?,no
image3651,What is present?,hematologic
image3651,Is bone marrow present?,yes
image3651,What is present?,bone marrow
image3651,Is hematologic present?,yes
image3652,Is spleen present?,yes
image3652,What is present?,lupus erythematosus basophilic bodies and periarterial fibrosis
image3652,Is hematologic present?,yes
image3652,What is present ?,hematologic
image3652,What is present ?,spleen
image3652,What is present ?,lupus erythematosus basophilic bodies and periarterial fibrosis
image3652,What is present?,hematologic
image3652,Does this image show two basophilic bodies and periarterial fibrosis excellent example of this rarely seen lupus lesion?,yes
image3652,What does this image show?,two basophilic bodies and periarterial fibrosis excellent example of rarely seen lupus lesion
image3652,What is present?,spleen
image3652,Is lupus erythematosus basophilic bodies and periarterial fibrosis present?,yes
image3653,What is present ?,bone marrow
image3653,How does this image show typical cells?,with some pleomorphism suspicious for multiple myeloma source unknown 
image3653,What is present ?,plasma cell
image3653,Does this image show typical cells with some pleomorphism suspicious for multiple myeloma source unknown?,yes
image3653,Does opened muscle show typical cells with some pleomorphism suspicious for multiple myeloma source unknown?,no
image3653,What is present?,hematologic
image3653,Is hematologic present?,yes
image3653,Is nodular tumor present?,no
image3653,What is present?,bone marrow
image3653,Is bone marrow present?,yes
image3653,Is granulomata slide present?,no
image3653,What is present?,plasma cell
image3653,Is plasma cell present?,yes
image3653,Is temporal muscle hemorrhage present?,no
image3653,What is present ?,hematologic
image3653,What does this image show?,typical cells with some pleomorphism suspicious for multiple myeloma source unknown
image3654,What is present ?,hematologic
image3654,What is present ?,bone marrow
image3654,Is that present?,no
image3654,What is present?,bone marrow
image3654,Is bone marrow present?,yes
image3654,Is palmar crease normal present?,no
image3654,What is present?,sideroblasts
image3654,Is sideroblasts present?,yes
image3654,Is complex craniofacial abnormalities present?,no
image3654,Does infant body show iron stain excellent example source unknown?,no
image3654,Does this image show iron stain excellent example source unknown?,yes
image3654,What does this image show?,iron stain excellent example source unknown
image3654,Does quite good liver stain excellent example source unknown?,no
image3654,Does iron stain excellent example source unknown?,yes
image3654,What stain excellent example source unknown?,iron
image3654,What is present ?,sideroblasts
image3654,What stain excellent example source unknown ?,iron
image3654,What is present?,hematologic
image3654,Is hematologic present?,yes
image3655,What is present?,candida in peripheral blood
image3655,Is candida in peripheral blood present?,yes
image3655,Is abdomen present?,no
image3655,What is present?,blood
image3655,What is present ?,hematologic
image3655,Is blood present?,yes
image3655,Does band constriction in skin above ankle of infant show wrights?,no
image3655,Is intrauterine contraceptive device present?,no
image3655,Is hematologic present?,yes
image3655,What is present?,hematologic
image3655,What is present ?,blood
image3655,Does this image show wrights?,yes
image3655,What does this image show?,wrights
image3655,What is present ?,candida in peripheral blood
image3655,Is nodule present?,no
image3656,What is present ?,immunoblastic reaction characteristic of viral infection
image3656,What is present ?,spleen
image3656,What is present?,spleen
image3656,What is present ?,hematologic
image3656,What does this image show?,well seen atypical cells surrounding splenic arteriole man probably died of viral pneumonia likely to have been influenzae
image3656,What is well seen atypical cells surrounding splenic arteriole man probably died?,of viral pneumonia likely to have been influenzae
image3656,What died of viral pneumonia likely to have been influenzae?,well seen atypical cells surrounding splenic arteriole man probably
image3656,What is well seen atypical cells surrounding splenic arteriole man died?,of viral pneumonia likely to have been influenzae
image3656,What is present?,immunoblastic reaction characteristic of viral infection
image3656,What died of viral pneumonia likely to have been influenzae ?,well seen atypical cells surrounding splenic arteriole man
image3656,What is present?,hematologic
image3657,What is present?,bone marrow
image3657,Is hand present?,no
image3657,Is hematologic present?,yes
image3657,What is present?,hematologic
image3657,Is ameloblastoma present?,no
image3657,Is bone marrow present?,yes
image3657,What is present ?,tuberculosis
image3657,What is present ?,hematologic
image3657,Is close-up excellent example of interosseous muscle atrophy present?,no
image3657,Is tuberculosis present?,yes
image3657,What is present?,tuberculosis
image3657,What is present ?,bone marrow
image3658,What does this image show?,x-ray infant
image3658,Does this image show x-ray infant?,yes
image3658,What is present?,joints
image3658,Is joints present?,yes
image3659,Does this image show x-ray typical lesion?,yes
image3659,What is present?,joints
image3659,Is joints present?,yes
image3659,What does this image show?,x-ray typical lesion
image3660,What are gross and postmortx-rays of this lesion?,7182 7183
image3660,What are 7182 and 7183 lesion?,gross postmortx-rays of this
image3660,When does this image show x-ray of pelvis?,during life showing osteonecrosis in right femoral head slides 7182 and 7183 are gross and postmortx-rays lesion
image3660,What does this image show?,x-ray of pelvis during life showing osteonecrosis in right femoral head slides 7182 and 7183 are gross and postmortx-rays of lesion
image3660,What is present?,joints
image3660,How is x-ray of pelvis during life showing osteonecrosis in  femoral head slides ?,right
image3660,How is x-ray of pelvis during life showing osteonecrosis in right  head slides ?,femoral
image3661,Is joints present?,yes
image3661,What is present?,joints
image3661,Does this image show x-ray infant t12 lesion?,yes
image3661,What does this image show?,x-ray infant t12 lesion
image3662,Is nervous present?,yes
image3662,Is pierre robin sndrome present?,no
image3662,"Does this image show calvarium, sella turcica pituitary gland, normal?",yes
image3662,What is present?,nervous
image3662,"Does this section showing liver with tumor mass in hilar area tumor show calvarium, sella turcica pituitary gland, normal?",no
image3662,What does this image show?,calvarium
image3663,Does this image show wernicke 's encephalopathy?,yes
image3663,What does this image show?,wernicke 's encephalopathy
image3663,What is present?,nervous
image3663,Is nervous present?,yes
image3663,"Does bone, skull show wernicke 's encephalopathy?",no
image3663,Is the tumor present?,no
image3664,What does this image show?,brain abscess
image3664,Does this image show brain abscess?,yes
image3664,Does gangrene show brain abscess?,no
image3664,What is present?,nervous
image3664,Is nervous present?,yes
image3664,Is apoptosis tunel present?,no
image3665,What does this image show?,brain abscess
image3665,What is present?,nervous
image3665,Is nervous present?,yes
image3665,Does infarct show brain abscess?,no
image3665,Does this image show brain abscess?,yes
image3665,Is this image present?,no
image3666,Is mucinous cystadenocarcinoma present?,no
image3666,Is nervous present?,yes
image3666,"Does metastatic carcinoma show brain, frontal lobe atrophy, pick 's disease?",no
image3666,"Does this image show brain, frontal lobe atrophy, pick 's disease?",yes
image3666,What does this image show?,brain
image3666,What is present?,nervous
image3667,Is this section showing liver with tumor mass in hilar area tumor present?,no
image3667,Is nervous present?,yes
image3667,What is present?,nervous
image3667,"Does muscle show brain, subarachanoid hemorrhage due to disseminated intravascular coagulation?",no
image3667,"Does this image show brain, subarachanoid hemorrhage due to disseminated intravascular coagulation?",yes
image3667,What does this image show?,brain
image3667,"Why does this image show brain, subarachanoid hemorrhage?",due to disseminated intravascular coagulation
image3668,Is nervous present?,yes
image3668,What is present?,nervous
image3668,Is surface present?,no
image3668,"Does this great toe show brain, herpes encephalitis?",no
image3668,"Does this image show brain, herpes encephalitis?",yes
image3668,What does this image show?,brain
image3669,What does this image show?,brain
image3669,"Does this image show brain, herpes encephalitis?",yes
image3669,"Does bone, mandible show brain, herpes encephalitis?",no
image3669,What is present?,nervous
image3669,Is nervous present?,yes
image3669,Is amyloidosis present?,no
image3670,Is matting history of this case present?,no
image3670,Is nervous present?,yes
image3670,"Does this image show brain, Breast cancer metastasis to meninges?",yes
image3670,"Does opened muscle show brain, Breast cancer metastasis to meninges?",no
image3670,What does this image show?,brain
image3670,What is present?,nervous
image3671,What does this image show?,intraventricular hemorrhage
image3671,"Does this image show intraventricular hemorrhage, neonate brain?",yes
image3671,What is present?,nervous
image3671,Is nervous present?,yes
image3671,Is retroperitoneum present?,no
image3671,"Does carcinoma metastatic lung show intraventricular hemorrhage, neonate brain?",no
image3672,Is yellow color present?,no
image3672,Is nervous present?,yes
image3672,What is present?,nervous
image3672,"Does apoptosis tunel show brain, frontal lobe atrophy, pick 's disease?",no
image3672,"Does this image show brain, frontal lobe atrophy, pick 's disease?",yes
image3672,What does this image show?,brain
image3673,Is rheumatoid arthritis with vasculitis present?,no
image3673,Is nervous present?,yes
image3673,What is present?,nervous
image3674,"Does miliary tuberculosis show brain, cryptococcal meningitis?",no
image3674,Is nervous present?,yes
image3674,What is present?,nervous
image3674,Is abdomen present?,no
image3674,"Does this image show brain, cryptococcal meningitis?",yes
image3674,What does this image show?,brain
image3675,"Does this image show brain, cryptococcal meningitis?",yes
image3675,What does this image show?,brain
image3675,"Does spleen show brain, cryptococcal meningitis?",no
image3675,What is present?,nervous
image3675,Is nervous present?,yes
image3675,Is there present?,no
image3676,"Does this image show brain, cryptococcal meningitis?",yes
image3676,"Does metastatic melanoma show brain, cryptococcal meningitis?",no
image3676,What does this image show?,brain
image3676,Is nervous present?,yes
image3676,Is choanal patency present?,no
image3676,What is present?,nervous
image3677,What does this image show?,brain
image3677,"Does this image show brain, old infarcts, embolic?",yes
image3677,"Does papillary astrocytoma show brain, old infarcts, embolic?",no
image3677,Is newborn cord around neck present?,no
image3677,What is present?,nervous
image3677,Is nervous present?,yes
image3678,Is oral present?,yes
image3678,Does this image show anhidrotic ectodermal dysplasia?,yes
image3678,Does carcinomatosis endometrium primary show anhidrotic ectodermal dysplasia?,no
image3678,What is present?,oral
image3678,Is silver present?,no
image3678,What does this image show?,anhidrotic ectodermal dysplasia
image3678,Where is this?,oral
image3679,Where is this?,oral
image3679,Does this image show compound odontoma?,yes
image3679,Does esophagus show compound odontoma?,no
image3679,What is present?,oral
image3679,Is oral present?,yes
image3679,Is lupus erythematosus periarterial fibrosis present?,no
image3679,What does this image show?,compound odontoma
image3680,What does this image show?,intraosseous mucoepidermoid carcinoma
image3680,Where is this?,oral
image3680,Does this image show intraosseous mucoepidermoid carcinoma?,yes
image3680,Does multiple myeloma show intraosseous mucoepidermoid carcinoma?,no
image3680,What is present?,oral
image3680,Is oral present?,yes
image3680,Is an opened peritoneal cavity cause by fibrous band strangulation present?,no
image3681,Is oral present?,yes
image3681,Is serous cyst present?,no
image3681,Does this image show cemento-ossifying fibroma?,yes
image3681,Where is this?,oral
image3681,Does pus in test tube show cemento-ossifying fibroma?,no
image3681,What is present?,oral
image3682,Where is this?,oral
image3682,Does this image show hematopoietic bone marrow defect?,yes
image3682,Does medulloblastoma show hematopoietic bone marrow defect?,no
image3682,Is notochord present?,no
image3682,What does this image show?,hematopoietic bone marrow defect
image3682,Is oral present?,yes
image3682,What is present?,oral
image3683,What does this image show?,osteoblastoma
image3683,Does this image show osteoblastoma?,yes
image3683,Does child show osteoblastoma?,no
image3683,What is present?,oral
image3683,Is oral present?,yes
image3683,Is mycobacterium avium intracellulare present?,no
image3683,Where is this?,oral
image3684,What does this image show?,garres osteomyelitis proliferative periosteitis
image3684,Where is this?,oral
image3684,Does this image show garres osteomyelitis proliferative periosteitis?,yes
image3684,Does granulosa cell tumor show garres osteomyelitis proliferative periosteitis?,no
image3684,What is present?,oral
image3684,Is oral present?,yes
image3684,Is penis present?,no
image3685,Is oral present?,yes
image3685,Is di george syndrome present?,no
image3685,What is present?,oral
image3685,Where is this?,oral
image3685,What does this image show?,dentigerous cyst
image3685,Does this image show dentigerous cyst?,yes
image3685,Does infiltrative process show dentigerous cyst?,no
image3686,Does malformed base show cherubism?,no
image3686,Does this image show cherubism?,yes
image3686,Is oral present?,yes
image3686,Where is this?,oral
image3686,Is cachexia present?,no
image3686,What is present?,oral
image3686,What does this image show?,cherubism
image3687,What does this image show?,acute pancreatitis
image3687,Does this image show acute pancreatitis?,yes
image3687,Does postpartum show acute pancreatitis?,no
image3688,Does this image show acute pancreatitis?,yes
image3688,Does mucicarmine show acute pancreatitis?,no
image3688,What does this image show?,acute pancreatitis
image3689,Does glomerulosa show pancreatic fat necrosis?,no
image3689,Does this image show pancreatic fat necrosis?,yes
image3689,What does this image show?,pancreatic fat necrosis
image3690,What does this image show?,adenocarcinoma
image3690,"Does this image show adenocarcinoma, head of pancreas?",yes
image3690,"Does stress show adenocarcinoma, head of pancreas?",no
image3691,"Does this image show adenocarcinoma, mucinous, head of pancreas?",yes
image3691,What does this image show?,adenocarcinoma
image3691,"Does excellent vertebral body primary show adenocarcinoma, mucinous, head of pancreas?",no
image3691,Is pancreas present?,yes
image3691,What is present?,pancreas
image3692,"Does this image show adenocarcinoma, head of pancreas?",yes
image3692,"Does splenomegaly with cirrhosis show adenocarcinoma, head of pancreas?",no
image3692,What does this image show?,adenocarcinoma
image3693,What does this image show?,acute pancreatitis with fat necrosis
image3693,Does this image show acute pancreatitis with fat necrosis?,yes
image3693,Does serous cystadenoma show acute pancreatitis with fat necrosis?,no
image3693,How does this image show acute pancreatitis?,with fat necrosis 
image3694,Is prostate present?,yes
image3694,Is hyperplasia present?,yes
image3694,Does this image show enlarged nodular prostate with medial lobe enlargement bladder hypertrophy focal mucosal hemorrhages in bladder mild hydronephrosis very good example?,yes
image3694,What does this image show?,enlarged nodular prostate with medial lobe enlargement bladder hypertrophy focal mucosal hemorrhages in bladder mild hydronephrosis very good example
image3694,What is present?,prostate
image3694,What is present?,hyperplasia
image3695,What does this image show?,testes
image3695,What is present?,male Reproductive
image3695,"Does this image show testes, atrophy?",yes
image3695,Is male Reproductive present?,yes
image3696,Does this image show fixed tissue tumor masses with necrosis easily seen?,yes
image3696,What does this image show?,fixed tissue tumor masses with necrosis easily seen
image3696,Is testicle present?,yes
image3696,What is present?,metastatic melanoma
image3696,Is metastatic melanoma present?,yes
image3696,What is present?,testicle
image3697,What does this image show?,good photo nodular lateral lobes large median lobe and hyperemic bladder mucosa with increased trabeculation
image3697,Is benign hyperplasia present?,yes
image3697,What is present?,benign hyperplasia
image3697,Is prostate present?,yes
image3697,Does this image show good photo nodular lateral lobes large median lobe and hyperemic bladder mucosa with increased trabeculation?,yes
image3697,What is present?,prostate
image3698,What does this image show?,glans ulcer probable herpes
image3698,Does this image show glans ulcer probable herpes?,yes
image3698,Does parathyroid show glans ulcer probable herpes?,no
image3698,What is present?,penis
image3698,Is penis present?,yes
image3698,Is node metastases present?,no
image3699,How does this image show large median bar type lesion?,with severe cystitis 
image3699,Does this image show large median bar type lesion with severe cystitis?,yes
image3699,What is present?,prostate
image3699,Is prostate present?,yes
image3699,What is present?,hyperplasia median bar
image3699,Is hyperplasia median bar present?,yes
image3699,What does this image show?,large median bar type lesion with severe cystitis
image3700,What does this image show?,primary biliary cirrhosis
image3700,Does this image show primary biliary cirrhosis?,yes
image3700,Does optic nerve show primary biliary cirrhosis?,no
image3700,What is present?,hepatobiliary
image3700,Is hepatobiliary present?,yes
image3700,Is supernumerary digits present?,no
image3700,What is present?,liver
image3700,Is liver present?,yes
image3700,What is present ?,hepatobiliary
image3700,What is present ?,liver
image3700,Is pulmonary osteoarthropathy present?,no
image3701,Does hematoma show mild-to-moderate acute rejection?,no
image3701,Is hemorrhage associated with placental abruption present?,no
image3701,Is liver present?,yes
image3701,What is present?,liver
image3701,Is lymphoid atrophy in newborn present?,no
image3701,Is hepatobiliary present?,yes
image3701,What is present?,hepatobiliary
image3701,Does this image show mild-to-moderate acute rejection?,yes
image3702,What is present?,hepatobiliary
image3702,Is situs inversus present?,no
image3702,Is liver present?,yes
image3702,What is present?,liver
image3702,What does this image show?,recovery of ducts
image3702,Does this image show recovery of ducts?,yes
image3702,Does anencephaly and bilateral cleft palate show recovery of ducts?,no
image3702,Is right side atresia present?,no
